,order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,mql_id,sr_id,business_segment,lead_type,has_company,business_type,total_order_value,seller_zip_code_prefix,seller_city,seller_state,product_category_name_english,first_contact_date,landing_page_id,origin
35016,4f4713c9b445b523bc53cb7a472b7a99,1,8e0fe01ccda36af7936ac8564cf8aee7,c70c1b0d8ca86052f45a432a38b73958,2018-06-28 05:13:17,95.0,18.77,7b6ad2297d3beb569ddf3ee1ce22ffa8,060c0a26f19f4d66b42e0d8796688490,health_beauty,online_medium,,reseller,113.77,13186,hortolandia,SP,health_beauty,2018-03-13,22c29808c4f815213303f8933030604c,paid_search
35029,4f4da9932bc77a525ca672e3b1b232f6,1,b1e8074e6497dd78a58f993589bc09a2,160851d3ece7aa1a510f8d1a4bb8a8af,2018-08-08 11:10:19,46.9,19.52,e2e57ded5b59a2058dd5855564c6b5ea,4b339f9567d060bcea4f5136b9f5949e,construction_tools_house_garden,industry,True,manufacturer,66.42,17400,garca,SP,computers_accessories,2017-07-14,b76ef37428e6799c421989521c0e5077,unknown
35032,4f4f01b70590d58246cdcf1c675738bb,1,35382d3a4938866b6dd534f2d6c18763,6b3bd31ad8fcda4b2635ec9f3ff2ecdf,2018-04-25 11:37:37,99.8,18.58,a0ab09eb2842e474a3a5aed12e533a2a,d3d1e91a157ea7f90548eef82f1955e3,food_supplement,online_small,,reseller,118.38,22775,rio de janeiro,RJ,sports_leisure,2018-01-22,0d6bc3c00e4e64927cae2e8d9c6a0b9b,paid_search
35041,4f53691b758958dca780dbbe19dad2ab,1,8b87bdca52ab6d4c79661a4dbcf903c8,7ff588a03c2aeae4fbd23f9ae64b760d,2018-06-12 08:53:50,38.67,18.23,d0b16c2b9e945575082a7e81f6f933b0,de63de0d10a6012430098db33c679b0b,car_accessories,online_big,,reseller,56.900000000000006,7183,guarulhos,SP,auto,2018-04-23,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
35119,4f88a7f264d48920c4f0762d160212ca,1,ba80c9f47a84d1e08465f72e22930c83,70c27847eca8195c983ed7e798c56743,2018-08-09 13:05:18,114.99,8.23,fc4166d1b1e192f650ee2d807b54c943,4ef15afb4b2723d8f3d81e51ec7afefe,pet,online_small,,reseller,123.22,20930,rio de janeiro,RJ,pet_shop,2018-01-16,88740e65d5d6b056e0cda098e1ea6313,social
35120,4f88a7f264d48920c4f0762d160212ca,2,ba80c9f47a84d1e08465f72e22930c83,70c27847eca8195c983ed7e798c56743,2018-08-09 13:05:18,114.99,8.23,fc4166d1b1e192f650ee2d807b54c943,4ef15afb4b2723d8f3d81e51ec7afefe,pet,online_small,,reseller,246.44,20930,rio de janeiro,RJ,pet_shop,2018-01-16,88740e65d5d6b056e0cda098e1ea6313,social
35140,4f917f92cc24478eff10b08c7a8d0d3c,1,3708b9e82cab4cd6e94e11a9919b1f8a,ffc470761de7d0232558ba5e786e57b7,2018-08-17 03:05:25,25.9,19.09,115f08592f4c2bb29013efbbc46608fc,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_big,,reseller,44.989999999999995,7091,guarulhos,SP,furniture_decor,2018-01-15,b76ef37428e6799c421989521c0e5077,unknown
35145,4f96fcada41abfae96e6d24fd8c69e6a,1,d357444d58bb7efb2756bee0420a0430,d566c37fa119d5e66c4e9052e83ee4ea,2018-03-22 14:28:59,83.9,8.94,186f0892f13de5443c0b6d042a6ddde0,495d4e95a8cf8bbf8b432b612a2aa328,sports_leisure,online_big,,reseller,92.84,4131,sao paulo,SP,sports_leisure,2018-01-26,a7982125ff7aa3b2054c6e44f9d28522,organic_search
35168,4fa933d3af1ace6329bd375b0be6398b,1,3c6435ca19d6b17c048cdde0abc55ba7,4c18691b6037662be2df78a765d98ab5,2018-06-19 10:20:06,44.5,8.47,c0760e4171db0cd649bda18fcd314e33,fbf4aef3f6915dc0c3c97d6812522f6a,household_utilities,online_small,,reseller,52.97,3167,sao paulo,SP,housewares,2018-01-17,b76ef37428e6799c421989521c0e5077,unknown
35173,4fab03676c2144ed35264324eef0ea12,1,c784aabc6d8366b8fd85eaf9631cf96f,671585f5a2af58b6e276bc01003c0d2b,2018-08-08 21:15:14,45.0,17.25,37d92d59a2b02e0256aa1d2bddcfa50d,4ef15afb4b2723d8f3d81e51ec7afefe,household_utilities,online_medium,,manufacturer,62.25,80510,curitiba,PR,housewares,2018-01-07,88740e65d5d6b056e0cda098e1ea6313,social
35322,4ff76509ab49169df6382331fae23a4f,1,2e5cf3208803b03c62f319e2518e35c0,5670f4db5b62c43d542e1b2d56b0cf7c,2018-05-14 04:32:03,24.16,7.39,2fdef625a264874c1a4081ca24dd479d,4ef15afb4b2723d8f3d81e51ec7afefe,health_beauty,online_big,,reseller,31.55,3694,sao paulo,SP,perfumery,2018-03-20,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
35328,4ff9ab070e81af8af428c889cc08b06d,1,2ab3eebb03e660d44470d936c0f20bb6,138dbe45fc62f1e244378131a6801526,2018-07-26 03:25:16,39.9,9.03,22c0b2a19a05fff19e92fab5a0b7728b,9e4d1098a3b0f5da39b0bc48f9876645,household_utilities,online_medium,,reseller,48.93,2215,sao paulo,SP,sports_leisure,2018-04-25,22c29808c4f815213303f8933030604c,paid_search
35344,50016ee0bec18cb823bd67b9c438267f,1,b3da02c4cb913443d1b2d80852831557,382229d1e840115ffe3dbf5ff460e417,2018-08-10 14:04:58,28.89,7.62,2dfbe1c802c78a8b1f75ef13b70c1124,495d4e95a8cf8bbf8b432b612a2aa328,household_utilities,online_big,,reseller,36.51,23092,rio de janeiro,RJ,sports_leisure,2018-03-22,22c29808c4f815213303f8933030604c,organic_search
35345,50016ee0bec18cb823bd67b9c438267f,2,b3da02c4cb913443d1b2d80852831557,382229d1e840115ffe3dbf5ff460e417,2018-08-10 14:04:58,28.89,7.62,2dfbe1c802c78a8b1f75ef13b70c1124,495d4e95a8cf8bbf8b432b612a2aa328,household_utilities,online_big,,reseller,73.02,23092,rio de janeiro,RJ,sports_leisure,2018-03-22,22c29808c4f815213303f8933030604c,organic_search
35355,50089a9784f34a308dc31a939b4b6b1b,1,461f43be3bdf8844e65b62d9ac2c7a5a,7d13fca15225358621be4086e1eb0964,2018-05-03 23:30:48,115.0,18.69,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,133.69,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
35395,501ce7b81b23f0c4009057c589c08023,1,a87595e0311a6cb55db1cef3c1c0e7a0,6061155addc1e54b4cfb51c1c2a32ad8,2018-08-02 09:45:11,735.0,32.1,8d6be534a8bdd08e11efe57c6ce3dd21,2695de1affa7750089c0455f8ce27021,pet,online_small,,reseller,767.1,13043,campinas,SP,pet_shop,2018-04-05,22c29808c4f815213303f8933030604c,organic_search
35438,5038506ec2dd435985c9a1b5a092c82a,1,95e67a8fbaf668c2d060eb3938a0c999,ade45994b717ccee333492330fbf037b,2018-06-18 00:31:45,855.0,27.92,080261e4427a081fc6e637b654f590ee,85fc447d336637ba1df43e793199fbc8,audio_video_electronics,online_big,,reseller,882.92,87505,umuarama,PR,telephony,2018-03-07,30077c17f2ec5010a82e37ad8925b95f,social
35462,5041be22b500c33df76174a76efcb8e7,1,c5bb1910955da8132293d99d1cb4bec9,c70c1b0d8ca86052f45a432a38b73958,2018-05-21 10:54:37,110.32,7.64,7b6ad2297d3beb569ddf3ee1ce22ffa8,060c0a26f19f4d66b42e0d8796688490,health_beauty,online_medium,,reseller,117.96,13186,hortolandia,SP,health_beauty,2018-03-13,22c29808c4f815213303f8933030604c,paid_search
35467,5043c2e9366f7600db60c67283a20260,1,fc8595227785863846b7daa2ae3f2c9b,db2956745b3a8e9f3785c99f34b5d25e,2018-08-16 15:45:20,139.0,13.63,e84d3444422cda735543114cf5df6b95,de63de0d10a6012430098db33c679b0b,audio_video_electronics,online_medium,,manufacturer,152.63,11600,sao sebastiao,SP,health_beauty,2018-03-13,b76ef37428e6799c421989521c0e5077,unknown
35480,504a177139942c6e3aee4be10accaac6,1,e7228451ffc2ec406b400e12d315960a,d66c11a9572221d92fbb8c4897db5f9b,2018-07-27 11:23:55,27.45,22.99,8423896e04d8cc356ddbb29d4cc9288d,4ef15afb4b2723d8f3d81e51ec7afefe,household_utilities,industry,,manufacturer,50.44,20770,rio de janeiro,RJ,electronics,2018-04-08,22c29808c4f815213303f8933030604c,direct_traffic
35481,504a512b08ad37f84e4d9b8de998f821,1,7c6fbb3a5346dfd607386155c6f628f8,c70c1b0d8ca86052f45a432a38b73958,2018-07-24 03:01:49,110.32,8.03,7b6ad2297d3beb569ddf3ee1ce22ffa8,060c0a26f19f4d66b42e0d8796688490,health_beauty,online_medium,,reseller,118.35,13186,hortolandia,SP,health_beauty,2018-03-13,22c29808c4f815213303f8933030604c,paid_search
35598,509be166b4a9400819808bea4ba08ec5,1,ceb9200bc33732558224476d75815c32,cbf09e831b0c11f6f23ffb51004db972,2018-06-21 10:31:38,53.9,20.33,072446c6aa02c85a9a91d6a75116def5,de63de0d10a6012430098db33c679b0b,household_utilities,online_top,,reseller,74.22999999999999,9726,sbc/sp,SP,housewares,2018-04-06,22c29808c4f815213303f8933030604c,organic_search
35634,50aeaf212cea852ab2cdc5034085851f,1,ba74c6b75d2ad7503175809688d5a03c,7d13fca15225358621be4086e1eb0964,2018-05-14 06:30:14,178.99,19.13,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,198.12,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
35667,50bfdb0627807130b8f989106c985a75,1,dc7b5d2b32ae30c86acd229b5ff34dcc,7210cd29727d674c00741e5e387b3ccd,2018-08-14 10:05:15,63.0,18.99,d4db78e389387c2d6f0b5404cbc61fc5,de63de0d10a6012430098db33c679b0b,car_accessories,online_medium,,reseller,81.99,3279,sao paulo,SP,perfumery,2018-04-02,58326e62183c14b0c03085c33b9fdc44,social
35735,50ecc825e3d7123a626c7d466eacb616,1,6c5572c3342540c8847e2c17ea817038,516e7738bd8f735ac19a010ee5450d8d,2018-07-03 16:31:40,49.9,18.45,e0bcbf50b9afa71ee130b94dfe8bcf2e,495d4e95a8cf8bbf8b432b612a2aa328,health_beauty,online_small,,reseller,68.35,22230,rio de janeiro,RJ,health_beauty,2018-05-02,1ceb590cd1e00c7ee95220971f82693d,paid_search
35882,513f45dfe361a2cd8b5627b1414b20ae,1,6f3b5b605d91b7439c5e3f5a8dffeea7,7d13fca15225358621be4086e1eb0964,2018-05-21 05:15:00,145.0,17.19,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,162.19,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
35892,5148463bdbc74b975746afa3149a03c9,1,e5431fe7b289028ba2b453fafd45f0f8,723cd880edaacdb998898b67c8f9da30,2018-07-26 18:50:11,99.99,23.5,4e92cdeada5b8e753d95bc8c5c219f6d,85fc447d336637ba1df43e793199fbc8,bed_bath_table,online_medium,,reseller,123.49,14940,ibitinga,SP,furniture_living_room,2018-02-14,22c29808c4f815213303f8933030604c,paid_search
35893,51491c23fabcfdfc4950c9073911b993,1,72bb19eb8886399d5a46785146792ba7,138dbe45fc62f1e244378131a6801526,2018-06-20 21:01:23,17.9,15.23,22c0b2a19a05fff19e92fab5a0b7728b,9e4d1098a3b0f5da39b0bc48f9876645,household_utilities,online_medium,,reseller,33.129999999999995,2215,sao paulo,SP,housewares,2018-04-25,22c29808c4f815213303f8933030604c,paid_search
35912,515ad53b1bdf1d9da25e0c1079a1b242,1,2a0bfe6be429db305a3573662ae96f2d,8476243f92442881ddd5b578975cf115,2018-05-23 00:31:04,79.0,15.43,1b9d7ffccca875a9079e3b57c24a3113,fbf4aef3f6915dc0c3c97d6812522f6a,audio_video_electronics,online_big,,reseller,94.43,93700,campo bom,RS,health_beauty,2018-01-04,b76ef37428e6799c421989521c0e5077,unknown
35932,516f5de9225a8f51acf38a5d5057bdd7,1,56be1c4161cca988cfebc66dc35b4feb,65febd49fd28ec955651299159b1f527,2018-08-15 20:55:31,51.0,14.67,39ecc5282d4511dca4c757113e1312d1,d3d1e91a157ea7f90548eef82f1955e3,household_utilities,online_big,,reseller,65.67,3275,sao paulo,SP,housewares,2018-03-08,f017be4dbf86243af5c1ebed0cff36a2,organic_search
35943,517764046d20478235016a57ee3d7f4f,1,f9f8bd8b40b145240563d5e05ac4c75d,70c27847eca8195c983ed7e798c56743,2018-06-28 15:30:49,43.0,7.72,fc4166d1b1e192f650ee2d807b54c943,4ef15afb4b2723d8f3d81e51ec7afefe,pet,online_small,,reseller,50.72,20930,rio de janeiro,RJ,pet_shop,2018-01-16,88740e65d5d6b056e0cda098e1ea6313,social
35950,517defb33f093024e769619f4e9a0d5f,1,461f43be3bdf8844e65b62d9ac2c7a5a,7d13fca15225358621be4086e1eb0964,2018-03-06 11:50:32,145.0,12.51,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,157.51,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
35968,5187083897017a7ef1f9992070d898ba,1,e3c0fe9e5a36dc645cee4e5a2ec95f60,02f623a8eb246f3c5f7c2f96462654e6,2018-08-20 10:50:21,140.0,14.56,ffdd99e05df27c02a2fb1669d49e0c76,56bf83c4bb35763a51c2baab501b4c67,sports_leisure,online_medium,,reseller,154.56,18611,botucatu,SP,sports_leisure,2018-04-16,22c29808c4f815213303f8933030604c,organic_search
35984,518cc3d6b4d14d503ee41b6dbe4e1c70,1,651ddf320f742699115641fac3e69bc9,7d13fca15225358621be4086e1eb0964,2018-06-20 16:32:42,468.0,21.38,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,489.38,14050,ribeirao preto,SP,sports_leisure,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
36048,51bad80ba72ab8a453ed649e57f720d8,1,c3182d1991c7d4859e8f39b6c45a026b,d1ef48b38baca7e831711c4a0aeb398f,2018-03-02 12:35:45,16.99,12.48,4dcfeaf97d0aec9f35e384d9c3624b39,2695de1affa7750089c0455f8ce27021,construction_tools_house_garden,online_medium,,reseller,29.47,86800,apucarana,PR,home_appliances_2,2018-01-30,88740e65d5d6b056e0cda098e1ea6313,organic_search
36051,51bc66830d9248438896664e31f24dec,1,47ea90e9a2976bc290c3cdf3b5e0573d,8a432f4e5b471f8da497d7dc517666e2,2018-08-17 18:30:08,69.0,14.79,384008daaa0f14b58912d8648101fdd0,c638112b43f1d1b86dcabb0da720c901,bed_bath_table,online_big,,reseller,83.78999999999999,19042,presidente prudente,SP,bed_bath_table,2018-02-27,ce1a65abd0973638f1c887a6efcfa82d,organic_search
36106,51de77120c854253873cebe912d4d46b,1,94bb0da423501924c41368236d88e808,845e8036c3f7bf62099352f5ed910240,2018-06-17 22:59:38,49.9,12.65,9b6edcffd428da99ae60cc01049a8403,4ef15afb4b2723d8f3d81e51ec7afefe,bed_bath_table,online_big,,reseller,62.55,21041,rio de janeiro,RJ,bed_bath_table,2018-05-03,b76ef37428e6799c421989521c0e5077,unknown
36188,520ea64853a832e3e2fe0ff5d6f44667,1,d88d701f11e14213198868c769856a38,213fafb0ca06fb3d5886579c2565791b,2018-08-15 13:30:22,109.9,9.9,1785cff273aedbd875c814b46928ad7f,6565aa9ce3178a5caf6171827af3a9ba,audio_video_electronics,online_big,,reseller,119.80000000000001,35700,sete lagoas,MG,computers_accessories,2018-05-08,22c29808c4f815213303f8933030604c,
36222,521fac667299475d5d3de647d23c681b,1,13db47eae724e2848e12b71a617a3a41,7d13fca15225358621be4086e1eb0964,2018-04-17 11:15:12,499.99,40.19,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,540.1800000000001,14050,ribeirao preto,SP,audio,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
36240,522b77c3143ab6fcea6d948bdf2029dc,1,3258acb04d37e2f91f76c9250f3b80a0,c70c1b0d8ca86052f45a432a38b73958,2018-04-18 17:29:39,110.32,15.65,7b6ad2297d3beb569ddf3ee1ce22ffa8,060c0a26f19f4d66b42e0d8796688490,health_beauty,online_medium,,reseller,125.97,13186,hortolandia,SP,health_beauty,2018-03-13,22c29808c4f815213303f8933030604c,paid_search
36249,523156bbb727eaea16d8a2880296d26c,1,6f3b5b605d91b7439c5e3f5a8dffeea7,7d13fca15225358621be4086e1eb0964,2018-05-16 12:56:05,145.0,17.19,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,162.19,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
36252,52334e03e9dc25babfc8207b509b2acc,1,b5a97d1ae181cd34c8cb1bef20add54c,e1dc0754bada9ee4cfe9713f22f61292,2018-06-19 18:41:21,45.0,23.47,4653dc197e56d94547c86d7a3af40833,4ef15afb4b2723d8f3d81e51ec7afefe,toys,online_medium,,reseller,68.47,25035,duque de caxias,RJ,toys,2018-03-02,b76ef37428e6799c421989521c0e5077,organic_search
36287,524802fb3df670ef6612573f2d434b10,1,1201cfbb572a190305bbefabcec7e7eb,6b90f847357d8981edd79a1eb1bf0acb,2018-08-08 18:55:17,210.0,16.57,8ba72c13888964788024b12e39aef6de,d3d1e91a157ea7f90548eef82f1955e3,construction_tools_house_garden,online_medium,,reseller,226.57,7152,guarulhos,SP,consoles_games,2018-05-16,40dec9f3d5259a3d2dbcdab2114fae47,organic_search
36295,524ea0422eabccf15e4af385f6b153d6,1,46e1b7a766d5cefa31a93f6c91831d7f,2646baaf662d4d92ac48f047e35db92d,2018-05-06 22:15:22,28.3,8.29,014c073ef65e4a7ef73acd61cf606164,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_medium,,reseller,36.59,3303,sao paulo,SP,signaling_and_security,2018-03-22,b76ef37428e6799c421989521c0e5077,unknown
36317,525c4dbcaecd35a5fac2e4053589df08,1,16d928f7b23b3d30bd5a9ff281eed9b8,8476243f92442881ddd5b578975cf115,2018-03-22 12:15:40,829.0,32.86,1b9d7ffccca875a9079e3b57c24a3113,fbf4aef3f6915dc0c3c97d6812522f6a,audio_video_electronics,online_big,,reseller,861.86,93700,campo bom,RS,telephony,2018-01-04,b76ef37428e6799c421989521c0e5077,unknown
36382,5284adfbbb8324bb8cc6ce42f0ea43e5,1,4f0abfbee7569e43b80f9aaa256a9bf8,c70c1b0d8ca86052f45a432a38b73958,2018-06-18 09:15:16,110.32,7.64,7b6ad2297d3beb569ddf3ee1ce22ffa8,060c0a26f19f4d66b42e0d8796688490,health_beauty,online_medium,,reseller,117.96,13186,hortolandia,SP,health_beauty,2018-03-13,22c29808c4f815213303f8933030604c,paid_search
36406,52952afd06db1fee0c2227c8a80ac7b2,1,1d974de82e60d653a2d1cc79984dcec8,65febd49fd28ec955651299159b1f527,2018-06-14 19:06:14,40.99,14.6,39ecc5282d4511dca4c757113e1312d1,d3d1e91a157ea7f90548eef82f1955e3,household_utilities,online_big,,reseller,55.59,3275,sao paulo,SP,housewares,2018-03-08,f017be4dbf86243af5c1ebed0cff36a2,organic_search
36453,52af753a3f7bef8c2802da99f6a57751,1,53ea9da485f6aed8a6f03a85831fe021,7d13fca15225358621be4086e1eb0964,2018-03-12 12:35:45,219.0,16.28,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,235.28,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
36529,52dbb0b466455091f16336d2774c70f2,1,22234a1dd91ce8e88c7b108d198c40ad,4fe2f67634d00c021aa01f96b6f2d68e,2018-08-20 21:10:13,54.9,18.48,98b18a14a0472c9e4a4eb0bb77ae3592,a8387c01a09e99ce014107505b92388c,food_supplement,online_small,,reseller,73.38,87035,maringa,PR,health_beauty,2018-02-03,22c29808c4f815213303f8933030604c,organic_search
36576,53007e0777fa3fb5e536c05a83b50198,1,1a080577618e7fe4d9ddd8fb2b47a964,7d13fca15225358621be4086e1eb0964,2018-04-11 12:48:19,550.0,21.73,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,571.73,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
36607,531327b704efe1a9d929abf11f2327f3,1,72cc36db9008f414bea55e8d38d38049,33cbbec1e7e1044aaf11d152172c776f,2018-04-10 19:09:02,38.17,23.28,1ce04284ef15be769958c668292573b8,6565aa9ce3178a5caf6171827af3a9ba,household_utilities,online_big,,reseller,61.45,95705,bento goncalves,RS,small_appliances,2018-02-03,b76ef37428e6799c421989521c0e5077,unknown
36648,53302305754d77daab8c64a29db8d8c4,1,be9ab5610721c60c477717f7025d713e,b494891378bd8f4560abe576c52deacd,2018-07-19 05:50:12,69.9,19.4,119ce5d79e3c006a9e46967bff271cb2,4ef15afb4b2723d8f3d81e51ec7afefe,health_beauty,online_top,,reseller,89.30000000000001,4160,sao paulo,SP,health_beauty,2018-05-24,22c29808c4f815213303f8933030604c,organic_search
36733,536a2dbf28ababa5342b510c8f923472,1,62f423e57a8c157d3877ee5867d7db88,1fe5540d7c1c37a595fefbacd5570d9e,2018-08-20 11:45:14,179.9,19.36,63d196328512c582293ce6c845521bb6,34d40cdaf94010a1d05b0d6212f9e909,computers,online_medium,False,reseller,199.26,25850,paraiba do sul,RJ,computers_accessories,2017-10-26,4aab772aeb9833c170d8ea5413e02eac,paid_search
36737,536ce58ce3bc99b96b26bdd987cd683d,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-04-02 14:28:54,115.0,18.69,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,133.69,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
36738,536dc10adea685bee0cb83614fe3353f,1,dff7fe87b6455dba4be604aa1d2938fa,1cbd32d00d01bb8087a5eb088612fd9c,2018-07-09 20:15:06,138.23,24.12,450b9ff6579ee8138f673984554e8a93,d3d1e91a157ea7f90548eef82f1955e3,health_beauty,online_big,,reseller,162.35,3363,sp / sp,SP,computers_accessories,2018-04-19,22c29808c4f815213303f8933030604c,organic_search
36829,53a9c421cf0e7129393a754a4d15b935,1,9b53e2487de4651c1610938e71957638,138dbe45fc62f1e244378131a6801526,2018-08-22 12:15:12,19.9,15.24,22c0b2a19a05fff19e92fab5a0b7728b,9e4d1098a3b0f5da39b0bc48f9876645,household_utilities,online_medium,,reseller,35.14,2215,sao paulo,SP,housewares,2018-04-25,22c29808c4f815213303f8933030604c,paid_search
36839,53ae9aaa6ba9fefffe3c0db94f4d2c43,1,36b8b14d0662ef735c8ef4856f4dde58,70c27847eca8195c983ed7e798c56743,2018-06-05 13:13:58,158.99,18.99,fc4166d1b1e192f650ee2d807b54c943,4ef15afb4b2723d8f3d81e51ec7afefe,pet,online_small,,reseller,177.98000000000002,20930,rio de janeiro,RJ,pet_shop,2018-01-16,88740e65d5d6b056e0cda098e1ea6313,social
36841,53af57634ee9a4bc06b6b471e024daa1,1,0bd478959805d86aabe80febd51789e4,54c04bdb5ec46762f8f08c7e8f86ed4a,2018-03-28 21:27:43,146.0,19.99,1217984b38cadfb4b1c15f30a3212680,4ef15afb4b2723d8f3d81e51ec7afefe,food_supplement,online_medium,,reseller,165.99,88037,florianopolis,SC,sports_leisure,2018-01-24,40dec9f3d5259a3d2dbcdab2114fae47,organic_search
36923,53dc49c7f7145d44eafa6c61d5f72e45,1,cc28e7bdcc3ea1721d32acf3724d99d0,af3ef48d0e13835e529c29ac573c63e5,2018-05-25 17:19:15,102.62,13.16,3b7585682efa3f3cb07b4e7ae6ec53d4,d3d1e91a157ea7f90548eef82f1955e3,pet,online_top,,manufacturer,115.78,14802,araraquara,SP,pet_shop,2018-05-09,b634a925e3768734c5b7b2325c88a082,unknown
36934,53e1d3495e1dfc693b4ed16c06b15877,1,69455f41626a745aea9ee9164cb9eafd,58f1a6197ed863543e0136bdedb3fce2,2018-07-04 12:31:31,139.0,19.07,081c243a74472af67b65145cff5221c7,c638112b43f1d1b86dcabb0da720c901,fashion_accessories,online_medium,,reseller,158.07,36407,conselheiro lafaiete,MG,watches_gifts,2018-02-21,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
36952,53edac1a124286956f5a77aa6db858ac,1,15650c1f25dd6e567eb1188df1c1a411,4c18691b6037662be2df78a765d98ab5,2018-06-04 16:15:11,59.99,22.92,c0760e4171db0cd649bda18fcd314e33,fbf4aef3f6915dc0c3c97d6812522f6a,household_utilities,online_small,,reseller,82.91,3167,sao paulo,SP,housewares,2018-01-17,b76ef37428e6799c421989521c0e5077,unknown
36970,53f691559a46605daffc49da7f178bee,1,21ee06f7fd37a6fe4841865339411674,7ade73f1b9b4e965f9009a4c3a7e2c15,2018-05-24 18:19:39,39.0,12.79,c9b03be66eee564123ecf4b66c25986a,c638112b43f1d1b86dcabb0da720c901,household_utilities,online_medium,,manufacturer,51.79,17051,bauru,SP,computers_accessories,2018-03-11,22c29808c4f815213303f8933030604c,organic_search
36976,53fa17c349c4b3dcbbadd8aad2eb559b,1,7afdd65f79f63819ff5bee328843fa37,ed8cb7b190ceb6067227478e48cf8dde,2018-08-02 13:30:55,21.52,23.3,ffe640179b554e295c167a2f6be528e0,d3d1e91a157ea7f90548eef82f1955e3,home_appliances,industry,,manufacturer,44.82,11015,santos,SP,,2017-10-09,a0fbc0263cb98bdb0d72b9f9f283a172,unknown
36987,540189de73b7d465867e105be0ebf507,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-03-27 02:50:58,115.0,13.25,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,128.25,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
36992,5403c98d48610456dc07a78bdfc4ef9e,1,9bfc55df037ce3ac01bfd84781adf7e5,7d13fca15225358621be4086e1eb0964,2018-03-27 21:48:58,590.0,22.01,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,612.01,14050,ribeirao preto,SP,audio,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
37012,5410087995e1ebb53c26ce8e52ff29e0,1,422b4786464320e3645a7e018ba60d8e,9d213f303afae4983637247556438ede,2018-07-19 00:23:55,15.9,19.38,cb92c899ab0e2c0fcf4d4e11e9930f6a,a8387c01a09e99ce014107505b92388c,bed_bath_table,online_big,,reseller,35.28,14940,ibitinga,SP,bed_bath_table,2018-04-13,35c9b150ab36fe584c1f24fd458c453a,paid_search
37013,5410087995e1ebb53c26ce8e52ff29e0,2,422b4786464320e3645a7e018ba60d8e,9d213f303afae4983637247556438ede,2018-07-19 00:23:55,15.9,19.38,cb92c899ab0e2c0fcf4d4e11e9930f6a,a8387c01a09e99ce014107505b92388c,bed_bath_table,online_big,,reseller,70.56,14940,ibitinga,SP,bed_bath_table,2018-04-13,35c9b150ab36fe584c1f24fd458c453a,paid_search
